Source_ID,Similar_ID,Source_Link,Similar_Link
99,NaN,https://www.flipkart.com/boat-airdopes-161-asap-charge-10mm-drivers-17-hours-playback-bluetooth-headset/p/itm8a7493150ae4a?pid=ACCG6DS7WDJHGWSH&lid=LSTACCG6DS7WDJHGWSH4INU8G&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_1&otracker=search&otracker1=search&iid=en_fhLeiIhvMktXQdjnUHoSFxBS78Bn1T9HNR6R%2FQzE9GKVhnwXQID4Y3smv1r3oblmBvdpBu%2BnvSLtJaGlZEurAA%3D%3D&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,NaN
100,NaN,https://www.flipkart.com/sony-zx110a-wired-without-mic-headset/p/itmbf3d44e8847dd?pid=ACCDZRSEYPFHAT76&lid=LSTACCDZRSEYPFHAT76H6ZRJB&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_9&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCDZRSEYPFHAT76.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
101,NaN,https://www.flipkart.com/portronics-por-1073-muffs-m-bluetooth-headset/p/itm9e61d97f6f648?pid=ACCFSVH37RYKHUYG&lid=LSTACCFSVH37RYKHUYGKUSMWB&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_26&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFSVH37RYKHUYG.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
102,NaN,https://www.flipkart.com/ptron-basspods-buds-plus-bluetooth-headset/p/itm4e08e84990c1b?pid=ACCGMFNWVKK3MEY2&lid=LSTACCGMFNWVKK3MEY2XS2G6U&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_21&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGMFNWVKK3MEY2.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,NaN
103,NaN,https://www.flipkart.com/boat-rockerz-333-upto-30-hours-battery-bluetooth-headset/p/itma95bad9987529?pid=ACCG4BKAJKSNYM9R&lid=LSTACCG4BKAJKSNYM9RZYEXB1&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_10&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCG4BKAJKSNYM9R.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,NaN
104,NaN,https://www.flipkart.com/portronics-muffs-m1-wireless-long-playtime-bluetooth-headset/p/itmd1b07dc6afe80?pid=ACCGCGNSGHMCY7YQ&lid=LSTACCGCGNSGHMCY7YQPXOSAQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_23&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGCGNSGHMCY7YQ.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
105,NaN,https://www.flipkart.com/portronics-por-678-conch-beta-wired-headset/p/itmf445ce9a5f84e?pid=ACCFJWXUE52PZTBG&lid=LSTACCFJWXUE52PZTBGMLQ3GF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_32&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFJWXUE52PZTBG.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
106,NaN,https://www.flipkart.com/sony-ex155-wired-headset/p/itmc31ddc4d87dca?pid=ACCEVAEWU4VHK24E&lid=LSTACCEVAEWU4VHK24EIHXR3J&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_33&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCEVAEWU4VHK24E.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
107,NaN,https://www.flipkart.com/wings-phantom-345-low-latency-40ms-app-support-50hr-playtime-quad-enc-mic-bluetooth-headset/p/itm6c038abc43dc1?pid=ACCGMG3ZMDH64FA8&lid=LSTACCGMG3ZMDH64FA8NPLXYU&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_17&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGMG3ZMDH64FA8.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,NaN
108,NaN,https://www.flipkart.com/wings-phantom-430-app-support-40ms-low-latency-enc-upto-50hr-playtime-bluetooth-gaming-headset/p/itm818a9cb12bd02?pid=ACCGH3VME7Z5FFGH&lid=LSTACCGH3VME7Z5FFGHIV1BQX&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_28&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGH3VME7Z5FFGH.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,NaN
109,NaN,https://www.flipkart.com/portronics-harmonics-z2-30-hours-playtime-wireless-neckband-bluetooth-headset/p/itm9d500ed843a25?pid=ACCGHYDHHRBFTBQ3&lid=LSTACCGHYDHHRBFTBQ3DCFAYO&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_4&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGHYDHHRBFTBQ3.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
110,NaN,https://www.flipkart.com/portronics-conch-80-ear-wired-headset/p/itm353a4ad274615?pid=ACCGD7KN2HB7NPSX&lid=LSTACCGD7KN2HB7NPSXTEAPVF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_30&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGD7KN2HB7NPSX.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
111,NaN,https://www.flipkart.com/portronics-port-conch-10-wired-headset/p/itmd03b288c43556?pid=ACCGH8ZYDBHWZRWF&lid=LSTACCGH8ZYDBHWZRWFIA16QP&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_40&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGH8ZYDBHWZRWF.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
112,NaN,https://www.flipkart.com/portronics-harmonics-z3-wireless-stereo-neckband-bluetooth-headset/p/itm935f74e4652c7?pid=ACCGH625BWGX47QY&lid=LSTACCGH625BWGX47QYFUJ9I0&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_10&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGH625BWGX47QY.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
113,NaN,https://www.flipkart.com/wings-phantom-250-earbuds-game-mode-40ms-low-latency-30-hours-playtime-bluetooth-gaming-headset/p/itm2424b8c91c9e8?pid=ACCGDQ6SBHCVHMCG&lid=LSTACCGDQ6SBHCVHMCGEREWOS&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_11&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGDQ6SBHCVHMCG.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,NaN
114,NaN,https://www.flipkart.com/sony-wh-1000xm4-bluetooth-headset/p/itm2517d207c4dd5?pid=ACCGCVGXYWHPQJGU&lid=LSTACCGCVGXYWHPQJGUUBYCVK&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_29&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGCVGXYWHPQJGU.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
115,NaN,https://www.flipkart.com/zebronics-zeb-yoga-90-plus-bluetooth-headset/p/itm54e482c68e4bf?pid=ACCG5BCZH6NHBJNE&lid=LSTACCG5BCZH6NHBJNEZVBPDY&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_4&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCG5BCZH6NHBJNE.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,NaN
116,NaN,https://www.flipkart.com/sony-wf-1000xm4-36-hrs-playtime-industry-leading-noise-cancellation-bluetooth-headset/p/itm6088446aa5a98?pid=ACCGCVGXEUAZ55SB&lid=LSTACCGCVGXEUAZ55SBBZHUVY&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_31&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGCVGXEUAZ55SB.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
117,NaN,https://www.flipkart.com/wings-phantom-wireless-earbuds-50ms-low-latency-game-mode-5-3-bluetooth-headset/p/itmbc7eb058dd936?pid=ACCG8M6GDTGNJBR7&lid=LSTACCG8M6GDTGNJBR7EBUO5Q&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_8&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCG8M6GDTGNJBR7.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,NaN
118,NaN,https://www.flipkart.com/ptron-bassbuds-joy-tws-13mm-drivers-stereo-calls-32hrs-playtime-type-c-charging-bluetooth-headset/p/itm2f28092e89316?pid=ACCGNFUYZPJQFNYA&lid=LSTACCGNFUYZPJQFNYANGUBBI&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=FkPickId_0pm%2Ffcn&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGNFUYZPJQFNYA.SEARCH&ppt=sp&ppn=sp&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,NaN
119,173,https://www.flipkart.com/meyaar-fix-series-super-ultra-bass-mic-wired-headset/p/itmcffe1fec03810?pid=ACCFRZS7TCWNH8GV&lid=LSTACCFRZS7TCWNH8GVAGSAVS&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_39&otracker=search&otracker1=search&fm=Search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFRZS7TCWNH8GV.SEARCH&ppt=sp&ppn=sp&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,https://www.amazon.in/Meyaar-UpBeat-1-Headphones-Replacements-Smartphones/dp/B09K547JWG/ref=sr_1_59?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-59
120,NaN,https://www.flipkart.com/boat-airdopes-161-asap-charge-10mm-drivers-17-20-hours-playback-bluetooth-headset/p/itm44896573d8f03?pid=ACCG6DS7Z2Z8SEAF&lid=LSTACCG6DS7Z2Z8SEAFNUOPJZ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_17&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCG6DS7Z2Z8SEAF.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,NaN
121,NaN,https://www.flipkart.com/sony-wf-c500-wz-ipx4-20hrs-battery-life-bluetooth-headset/p/itm9045f96c7af16?pid=ACCGA5ZX6FGC38PJ&lid=LSTACCGA5ZX6FGC38PJY5S74S&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_27&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGA5ZX6FGC38PJ.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
122,NaN,https://www.flipkart.com/boat-bassheads-100-wired-headset/p/itme5b2ba958e687?pid=ACCF94NHDZAGWDS4&lid=LSTACCF94NHDZAGWDS4PFVPFD&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_4&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCF94NHDZAGWDS4.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,NaN
123,NaN,https://www.flipkart.com/sony-wh-ch720n-active-noise-cancelling-50-hrs-battery-life-multipoint-connection-bluetooth-headset/p/itm2372dae5e7e59?pid=ACCGNBYSBGCH5EBB&lid=LSTACCGNBYSBGCH5EBBGYMG47&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_28&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGNBYSBGCH5EBB.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
124,NaN,https://www.flipkart.com/portronics-harmonics-z3-wireless-stereo-neckband-bluetooth-headset/p/itmf77e2820652a1?pid=ACCGHYNDF8YFKTYC&lid=LSTACCGHYNDF8YFKTYCCAFHTD&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_16&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGHYNDF8YFKTYC.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
125,NaN,https://www.flipkart.com/zebronics-zeb-sound-bomb-g1-gaming-tws-50ms-low-latency-game-mode-bluetooth-headset/p/itm99f2dea7ea703?pid=ACCGAPP3A4V537TG&lid=LSTACCGAPP3A4V537TGHI9COP&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_19&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCGAPP3A4V537TG.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,NaN
126,NaN,https://www.flipkart.com/meyaar-orignal-best-quality-earphone-high-bass-wired-gaming-headset/p/itmd271a43d6e856?pid=ACCFZ96ESAFNSWNR&lid=LSTACCFZ96ESAFNSWNRW5A4YL&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_3&otracker=search&otracker1=search&fm=Search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFZ96ESAFNSWNR.SEARCH&ppt=sp&ppn=sp&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,NaN
127,NaN,https://www.flipkart.com/portronics-harmonics-z6-wireless-sports-bluetooth-headset/p/itmed0ebb2b782a1?pid=ACCGNKRPTGGU8NHZ&lid=LSTACCGNKRPTGGU8NHZRQ3XQQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_34&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGNKRPTGGU8NHZ.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
128,NaN,https://www.flipkart.com/portronics-harmonics-x-bluetooth-headset/p/itmb85811e6a0ab1?pid=ACCFTQGXYGB2XGXJ&lid=LSTACCFTQGXYGB2XGXJZW4P9X&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_27&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFTQGXYGB2XGXJ.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
129,NaN,https://www.flipkart.com/ptron-basspods-flare-tws-bluetooth-headset/p/itmc23577ce81aae?pid=ACCGH5Z9Q2M5GH4G&lid=LSTACCGH5Z9Q2M5GH4GHZ33FG&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_24&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGH5Z9Q2M5GH4G.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,NaN
130,NaN,https://www.flipkart.com/zebronics-zeb-sound-bomb-4-bluetooth-headset/p/itm0cb38e159aa76?pid=ACCGFTDWMTG5UTZ9&lid=LSTACCGFTDWMTG5UTZ939U5UE&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=FkPickId_0pm%2Ffcn&srno=s_1_35&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCGFTDWMTG5UTZ9.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,NaN
131,NaN,https://www.flipkart.com/zebronics-zeb-sound-bomb-n2-transparent-case-upto-50ms-gaming-mode-enc-mic-bt-v5-2-bluetooth-headset/p/itmde2eadc6c6d0f?pid=ACCGH2KFYAZPFBPZ&lid=LSTACCGH2KFYAZPFBPZ8JJ4DO&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_15&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCGH2KFYAZPFBPZ.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,NaN
132,NaN,https://www.flipkart.com/portronics-por-1025-conch-gama-wired-headset/p/itm4ce8492ea3301?pid=ACCFHHR4G5DWDWZU&lid=LSTACCFHHR4G5DWDWZUIIEETQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_5&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFHHR4G5DWDWZU.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
133,NaN,https://www.flipkart.com/wings-powerpods-powerbank-function-bluetooth-headset/p/itme5edf38f8ea02?pid=ACCFMYMWSZYMXUWV&lid=LSTACCFMYMWSZYMXUWVCA3HAN&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_20&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCFMYMWSZYMXUWV.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,NaN
134,NaN,https://www.flipkart.com/sony-wh-xb910n-30hrs-battery-life-active-noise-cancellation-enabled-bluetooth-headset/p/itmd6a2096146f4d?pid=ACCGBHRAFRJAPTSX&lid=LSTACCGBHRAFRJAPTSXYCZHWT&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_30&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGBHRAFRJAPTSX.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
135,NaN,https://www.flipkart.com/portronics-harmonics-z2-30-hours-playtime-wireless-neckband-bluetooth-headset/p/itme2749c9df098b?pid=ACCGHYDGXBF45BU9&lid=LSTACCGHYDGXBF45BU9Z6QYPM&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_29&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGHYDGXBF45BU9.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
136,NaN,https://www.flipkart.com/boat-bassheads-104-wired-headset/p/itm5c227a7bf4884?pid=ACCGF76YH6ZHUGB2&lid=LSTACCGF76YH6ZHUGB2T4YTLG&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_19&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCGF76YH6ZHUGB2.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,NaN
137,NaN,https://www.flipkart.com/sony-wh-1000xm4-bluetooth-headset/p/itm9f84f49ad6ac8?pid=ACCGCVGXQGFUNXTN&lid=LSTACCGCVGXQGFUNXTNMNI87P&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_24&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGCVGXQGFUNXTN.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
138,173,https://www.flipkart.com/meyaar-zigzag-high-bass-metal-in-ear-headset-wired/p/itmd532122ad6967?pid=ACCFVT8ZFPYEZZDE&lid=LSTACCFVT8ZFPYEZZDEIUON4Y&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_20&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFVT8ZFPYEZZDE.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,https://www.amazon.in/Meyaar-UpBeat-1-Headphones-Replacements-Smartphones/dp/B09K547JWG/ref=sr_1_59?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-59
139,NaN,https://www.flipkart.com/portronics-ear-1-wired-headset/p/itm8e11d1474f77c?pid=ACCG6G858EKYWKQX&lid=LSTACCG6G858EKYWKQX74KQ7D&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_3&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCG6G858EKYWKQX.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
140,NaN,https://www.flipkart.com/portronics-harmonics-250-fast-charging-60hrs-playtime-bluetooth-headset/p/itm9c82e17a63b31?pid=ACCGBHDPMJZEJBDF&lid=LSTACCGBHDPMJZEJBDFBNUM8A&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_11&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGBHDPMJZEJBDF.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
141,NaN,https://www.flipkart.com/wings-phantom-550-earbuds-low-latency-game-mode-45hr-playtime-touch-controls-bluetooth-gaming-headset/p/itmbbf2fadca87d7?pid=ACCGGURARZVBKZ8H&lid=LSTACCGGURARZVBKZ8HVZRWXW&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_9&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGGURARZVBKZ8H.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,NaN
142,NaN,https://www.flipkart.com/zebronics-zeb-duke-101-wireless-headphone-mic-bluetooth-headset/p/itm9899c07b8e408?pid=ACCGFJNWVYPJYV8W&lid=LSTACCGFJNWVYPJYV8WWC1WB7&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_1&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCGFJNWVYPJYV8W.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,NaN
143,NaN,https://www.flipkart.com/wings-phantom-wireless-earbuds-50ms-low-latency-game-mode-5-3-bluetooth-gaming-headset/p/itme0780e31d7f1e?pid=ACCGFXEHHXEUNZVZ&lid=LSTACCGFXEHHXEUNZVZU4CZC1&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_24&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGFXEHHXEUNZVZ.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,NaN
144,NaN,https://www.flipkart.com/boat-rockerz-235v2-238-asap-charge-upto-8-hours-playback-bluetooth-headset/p/itme2dcecb00587a?pid=ACCFZGAQJGYCYDCM&lid=LSTACCFZGAQJGYCYDCMKWR3LC&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_35&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCFZGAQJGYCYDCM.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,NaN
145,NaN,https://www.flipkart.com/meyaar-hf-55-beex-trending-headset-hd-sound-headphones-mic-wired/p/itmd004fa895f2c5?pid=ACCG59FYGFNGZJZ7&lid=LSTACCG59FYGFNGZJZ7LA8DYN&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_36&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCG59FYGFNGZJZ7.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,NaN
146,NaN,https://www.flipkart.com/portronics-harmonics-twins-s4-smart-tws-earbuds-bluetooth-headset/p/itmf057486798ac7?pid=ACCGH2XHZGFABHFZ&lid=LSTACCGH2XHZGFABHFZAGRFLP&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_8&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGH2XHZGFABHFZ.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
147,NaN,https://www.flipkart.com/meyaar-in-ear-earbuds-high-bass-volume-control-iphone-6-plus-wired-headset/p/itmc696eff376d60?pid=ACCFNVM22HWQGGFS&lid=LSTACCFNVM22HWQGGFSGY2MLO&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_7&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFNVM22HWQGGFS.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,NaN
148,NaN,https://www.flipkart.com/portronics-harmonics-y1-auto-enc-upto-40-hours-playtime-bluetooth-headset/p/itm438b5feae6e24?pid=ACCGM3NVZVAAF8N8&lid=LSTACCGM3NVZVAAF8N894N9IC&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_25&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGM3NVZVAAF8N8.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
